PEType,bytes_on_last_page,max_extra_paragraphs,init_sp_value,SizeofStackReserve,LoaderFlags,text_PointerToRelocations,registry_read,registry_write,registry_delete,network_dns,network_http,network_connections,processes_suspicious,processes_monitored,total_procsses,files_malicious,files_suspicious,files_text,files_unknown,dlls_calls,apis,Malware
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,197.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,12.0,422.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1003.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,37.0,0.0,0.0,1.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,4.0,27.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,5.0,33.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000001000000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,132.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,60.0,17.0,86.0,0.0,53.0,97.0,25.0,289.0,215.0,78.0,4.0,93.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,136.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,14.0,17.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,18.0,1952.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,164.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000080000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,149.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,42.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0040,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,127.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,99.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,24.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,45.0,0.0,0.0,4.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,278.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,839.0,0.0,0.0,1.0,0.0,12.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00400000,0x00000000,0x00000000,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,16.0,559.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00200000,0x00000000,0x00000000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,3.0,27.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,59.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,560.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,2.0,52.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,153.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00400000,0x00000000,0x00000000,46.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,1.0,0.0,16.0,19.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,168.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,69.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,284.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,81.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,12.0,415.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,267.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x008B,0x0000000000200000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000040000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,92.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,8350.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,257.0,0.0,0.0,1.0,0.0,9.0,134.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00200000,0x00000000,0x00000000,140.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,11.0,212.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,170.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0,0
PE32,0x3434,0xFFFF,0x00B8,0x00200000,0x00000000,0x00000000,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46.0,0.0,0.0,0.0,0.0,9.0,14.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,34.0,935.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,63.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,14.0,308.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,165.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00040000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,6.0,80.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,5.0,114.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,732.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00040000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,103.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,1.0,70.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,78.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,16.0,119.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00400000,0x00000000,0x00000000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,18.0,518.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,206.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,16.0,21.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32+,0x0060,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,748.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,9.0,12.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,546.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,2.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,37.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,12.0,512.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,6316.0,0.0,0.0,1.0,0.0,1.0,0.0,581.0,1199.0,0.0,0.0,1.0,0.0,9.0,134.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,9.0,70.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,164.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,308.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,57695.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.0,2104.0,0.0,0.0,88.0,0.0,9.0,130.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,46.0,761.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,1.0,0.0,6.0,147.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00040000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,605.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,2.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,2.0,178.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,158.0,0
PE32,0x0090,0xFFFF,0x00B8,0x004C4B40,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,27.0,32.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,0.0,2.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,3.0,95.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,84.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00200000,0x00000000,0x00000000,409.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,0.0,0.0,0.0,0.0,8.0,243.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,166.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00000000001E8480,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,120.0,0
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,149.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,12.0,14.0,0
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,72.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,0.0,2.0,0.0,0.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000200000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,148.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,89.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,91.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,0.0,2.0,0.0,3.0,97.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,7.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,5.0,101.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,679.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,7.0,153.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00989680,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,1.0,0.0,0.0,1.0,16.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000800000,0x00000000,0x00000000,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,7.0,163.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,852.0,110.0,0.0,2.0,1.0,3.0,0.0,2.0,37.0,0.0,25.0,15.0,1.0,1.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,3306.0,0.0,0.0,3.0,3.0,5.0,0.0,1.0,36.0,0.0,4.0,0.0,2.0,4.0,115.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,14.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,161.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000001000000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,450.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,780.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,81.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,29.0,589.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,3.0,63.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,46.0,0.0,0.0,0.0,0.0,2.0,18.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,8.0,77.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,201.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,103.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000200000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,227.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,457.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000080000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,129.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,62.0,0
